id,contour,is_actual,name,notes,interest_object_type_id,registration_date,update_date,creator,last_updater,markers,image_name,redmine_issue_ids,secret_level_id,start_date,end_date,avatar_document_uuid,status
227118,ОК,True,Uganda,,1367,1684739676,1722970882,13bb0f44-20d8-4323-bae6-19e03f0c5ba4,b3aa7a07-d409-40c9-a7aa-e6e859c75401,[],,[],1,,,,approved
895692,ОК,True,Гайана,,1367,1694854025,1723207725,8899da5a-c619-4896-ba26-3eb87c3b7625,13bb0f44-20d8-4323-bae6-19e03f0c5ba4,[],,[],1,,,,approved
893960,ОК,True,Республика Парагвай,,1367,1694333565,1723201165,8899da5a-c619-4896-ba26-3eb87c3b7625,13bb0f44-20d8-4323-bae6-19e03f0c5ba4,[],,[],1,{'date': {}},{'date': {}},,approved
933770,ОК,True,Султанат Оман,,1367,1698711739,1723190295,87b96c2e-0bee-4d06-ab22-05b18bb73a98,13bb0f44-20d8-4323-bae6-19e03f0c5ba4,[],,[],1,,,,approved
9112136,ОК,True,Руанда,,1367,1701349646,1723248620,600b2696-0958-4862-9f83-3b4520130680,13bb0f44-20d8-4323-bae6-19e03f0c5ba4,[],,[],1,,,,approved
227191,ОК,True,Western Sahara,,1367,1684739768,1722929067,13bb0f44-20d8-4323-bae6-19e03f0c5ba4,13bb0f44-20d8-4323-bae6-19e03f0c5ba4,[],,[],1,,,,approved
226610,ОК,True,Libya,,1367,1684739007,1723416126,13bb0f44-20d8-4323-bae6-19e03f0c5ba4,13bb0f44-20d8-4323-bae6-19e03f0c5ba4,[],,[],1,,,,approved
55107268,ОК,True,ЦАР,,1367,1719239657,1722929107,c91498ca-cb9e-496c-a4d6-ab00ffd80ba6,13bb0f44-20d8-4323-bae6-19e03f0c5ba4,[],"{'bucketName': 'documents', 'objectName': '3f6b/12ff/CF - Central African Republic.png'}",[],1,,,,approved
226460,ОК,True,Haiti,,1367,1684738801,1723066106,13bb0f44-20d8-4323-bae6-19e03f0c5ba4,13bb0f44-20d8-4323-bae6-19e03f0c5ba4,[],,[],1,,,,approved
226795,ОК,True,Nigeria,,1367,1684739250,1723226885,13bb0f44-20d8-4323-bae6-19e03f0c5ba4,13bb0f44-20d8-4323-bae6-19e03f0c5ba4,[],,[],1,,,,approved
226151,ОК,True,Burkina Faso,,1367,1684738341,1722929107,13bb0f44-20d8-4323-bae6-19e03f0c5ba4,13bb0f44-20d8-4323-bae6-19e03f0c5ba4,[],,[],1,,,,approved
